protocol,split,replicate,severity,tier,cell,component,seed
mve3-v2-approved-2026-07-18,pilot,2,1,anti,po,cell_identity,11346702465099692481
mve3-v2-approved-2026-07-18,pilot,2,1,anti,ko,cell_identity,964715131497206484
mve3-v2-approved-2026-07-18,pilot,2,1,anti,pko,cell_identity,13694574859672784517
mve3-v2-approved-2026-07-18,pilot,2,2,controlled,shared,o_collection_root,4680274785561676979
mve3-v2-approved-2026-07-18,pilot,2,2,controlled,shared,non_o_collection_root,10820543182415643340
mve3-v2-approved-2026-07-18,pilot,2,2,controlled,shared,evaluation_root,15468465699347361347
mve3-v2-approved-2026-07-18,pilot,2,2,controlled,none,cell_identity,5854200685668091876
mve3-v2-approved-2026-07-18,pilot,2,2,controlled,p,cell_identity,3166096329080023872
mve3-v2-approved-2026-07-18,pilot,2,2,controlled,k,cell_identity,4777068399785975943
mve3-v2-approved-2026-07-18,pilot,2,2,controlled,o,cell_identity,12710150371239814110
mve3-v2-approved-2026-07-18,pilot,2,2,controlled,pk,cell_identity,16548076350849557297
mve3-v2-approved-2026-07-18,pilot,2,2,controlled,po,cell_identity,12119257616539369512
mve3-v2-approved-2026-07-18,pilot,2,2,controlled,ko,cell_identity,9374770704873486783
mve3-v2-approved-2026-07-18,pilot,2,2,controlled,pko,cell_identity,1740245340352675627
mve3-v2-approved-2026-07-18,pilot,2,2,learned,shared,o_collection_root,11218992564131741971
mve3-v2-approved-2026-07-18,pilot,2,2,learned,shared,non_o_collection_root,10820543182415643340
mve3-v2-approved-2026-07-18,pilot,2,2,learned,shared,evaluation_root,15468465699347361347
mve3-v2-approved-2026-07-18,pilot,2,2,learned,none,cell_identity,18062658866053654192
mve3-v2-approved-2026-07-18,pilot,2,2,learned,p,cell_identity,1779964250999397309
mve3-v2-approved-2026-07-18,pilot,2,2,learned,k,cell_identity,4167365368905970979
mve3-v2-approved-2026-07-18,pilot,2,2,learned,o,cell_identity,16817433598097907463
mve3-v2-approved-2026-07-18,pilot,2,2,learned,pk,cell_identity,14224209771355116497
mve3-v2-approved-2026-07-18,pilot,2,2,learned,po,cell_identity,5203519966027803962
mve3-v2-approved-2026-07-18,pilot,2,2,learned,ko,cell_identity,16087462591797266391
mve3-v2-approved-2026-07-18,pilot,2,2,learned,pko,cell_identity,14470753184098409587
mve3-v2-approved-2026-07-18,pilot,2,2,shuffled,shared,o_collection_root,21812486080710739
mve3-v2-approved-2026-07-18,pilot,2,2,shuffled,shared,non_o_collection_root,10820543182415643340
mve3-v2-approved-2026-07-18,pilot,2,2,shuffled,shared,evaluation_root,15468465699347361347
mve3-v2-approved-2026-07-18,pilot,2,2,shuffled,none,cell_identity,7383940988820040883
mve3-v2-approved-2026-07-18,pilot,2,2,shuffled,p,cell_identity,17235404642161994679
mve3-v2-approved-2026-07-18,pilot,2,2,shuffled,k,cell_identity,5881974165310287265
mve3-v2-approved-2026-07-18,pilot,2,2,shuffled,o,cell_identity,12955146920871055639
mve3-v2-approved-2026-07-18,pilot,2,2,shuffled,pk,cell_identity,347924558961804768
mve3-v2-approved-2026-07-18,pilot,2,2,shuffled,po,cell_identity,16958213517332441098
mve3-v2-approved-2026-07-18,pilot,2,2,shuffled,ko,cell_identity,17894602024078790284
mve3-v2-approved-2026-07-18,pilot,2,2,shuffled,pko,cell_identity,162108538560879194
mve3-v2-approved-2026-07-18,pilot,2,2,anti,shared,o_collection_root,320496371530624981
mve3-v2-approved-2026-07-18,pilot,2,2,anti,shared,non_o_collection_root,10820543182415643340
mve3-v2-approved-2026-07-18,pilot,2,2,anti,shared,evaluation_root,15468465699347361347
mve3-v2-approved-2026-07-18,pilot,2,2,anti,none,cell_identity,2770348758919572020
mve3-v2-approved-2026-07-18,pilot,2,2,anti,p,cell_identity,6772091720028136899
mve3-v2-approved-2026-07-18,pilot,2,2,anti,k,cell_identity,4046852816986477221
mve3-v2-approved-2026-07-18,pilot,2,2,anti,o,cell_identity,14540792047126420173
mve3-v2-approved-2026-07-18,pilot,2,2,anti,pk,cell_identity,8053161986031087191
mve3-v2-approved-2026-07-18,pilot,2,2,anti,po,cell_identity,5075552208333354489
mve3-v2-approved-2026-07-18,pilot,2,2,anti,ko,cell_identity,1539743241390532836
mve3-v2-approved-2026-07-18,pilot,2,2,anti,pko,cell_identity,16856349035697558164
mve3-v2-approved-2026-07-18,pilot,2,3,controlled,shared,o_collection_root,11920382950128490966
mve3-v2-approved-2026-07-18,pilot,2,3,controlled,shared,non_o_collection_root,11880029297038990169
mve3-v2-approved-2026-07-18,pilot,2,3,controlled,shared,evaluation_root,15558883642693461101
mve3-v2-approved-2026-07-18,pilot,2,3,controlled,none,cell_identity,5936941654059042456
mve3-v2-approved-2026-07-18,pilot,2,3,controlled,p,cell_identity,14610925759485353888
mve3-v2-approved-2026-07-18,pilot,2,3,controlled,k,cell_identity,4428309988161121406
mve3-v2-approved-2026-07-18,pilot,2,3,controlled,o,cell_identity,11605243265783094724
mve3-v2-approved-2026-07-18,pilot,2,3,controlled,pk,cell_identity,18191715380184934613
mve3-v2-approved-2026-07-18,pilot,2,3,controlled,po,cell_identity,7433209558002709226
mve3-v2-approved-2026-07-18,pilot,2,3,controlled,ko,cell_identity,2290261960573661456
mve3-v2-approved-2026-07-18,pilot,2,3,controlled,pko,cell_identity,16450942727215854512
mve3-v2-approved-2026-07-18,pilot,2,3,learned,shared,o_collection_root,13058202219664301403
mve3-v2-approved-2026-07-18,pilot,2,3,learned,shared,non_o_collection_root,11880029297038990169
mve3-v2-approved-2026-07-18,pilot,2,3,learned,shared,evaluation_root,15558883642693461101
mve3-v2-approved-2026-07-18,pilot,2,3,learned,none,cell_identity,4331330201061843358
mve3-v2-approved-2026-07-18,pilot,2,3,learned,p,cell_identity,15518523337253319746
mve3-v2-approved-2026-07-18,pilot,2,3,learned,k,cell_identity,14972938622176455686
mve3-v2-approved-2026-07-18,pilot,2,3,learned,o,cell_identity,9850846657442497225
mve3-v2-approved-2026-07-18,pilot,2,3,learned,pk,cell_identity,1565625679731515342
mve3-v2-approved-2026-07-18,pilot,2,3,learned,po,cell_identity,11784624227051673324
mve3-v2-approved-2026-07-18,pilot,2,3,learned,ko,cell_identity,14639766004950461614
mve3-v2-approved-2026-07-18,pilot,2,3,learned,pko,cell_identity,9276651292994073097
mve3-v2-approved-2026-07-18,pilot,2,3,shuffled,shared,o_collection_root,1207928070130152382
mve3-v2-approved-2026-07-18,pilot,2,3,shuffled,shared,non_o_collection_root,11880029297038990169
mve3-v2-approved-2026-07-18,pilot,2,3,shuffled,shared,evaluation_root,15558883642693461101
mve3-v2-approved-2026-07-18,pilot,2,3,shuffled,none,cell_identity,603513032570302870
mve3-v2-approved-2026-07-18,pilot,2,3,shuffled,p,cell_identity,14206275009634161207
mve3-v2-approved-2026-07-18,pilot,2,3,shuffled,k,cell_identity,15325406952890527757
mve3-v2-approved-2026-07-18,pilot,2,3,shuffled,o,cell_identity,8019591463560053973
mve3-v2-approved-2026-07-18,pilot,2,3,shuffled,pk,cell_identity,1572890031235626472
mve3-v2-approved-2026-07-18,pilot,2,3,shuffled,po,cell_identity,14300702510835938773
mve3-v2-approved-2026-07-18,pilot,2,3,shuffled,ko,cell_identity,10748200923892999183
mve3-v2-approved-2026-07-18,pilot,2,3,shuffled,pko,cell_identity,10866433107294297701
mve3-v2-approved-2026-07-18,pilot,2,3,anti,shared,o_collection_root,7215521798432266370
mve3-v2-approved-2026-07-18,pilot,2,3,anti,shared,non_o_collection_root,11880029297038990169
mve3-v2-approved-2026-07-18,pilot,2,3,anti,shared,evaluation_root,15558883642693461101
mve3-v2-approved-2026-07-18,pilot,2,3,anti,none,cell_identity,13084358126023196030
mve3-v2-approved-2026-07-18,pilot,2,3,anti,p,cell_identity,15057485917758439757
mve3-v2-approved-2026-07-18,pilot,2,3,anti,k,cell_identity,6336075799632061054
mve3-v2-approved-2026-07-18,pilot,2,3,anti,o,cell_identity,10039832264626388689
mve3-v2-approved-2026-07-18,pilot,2,3,anti,pk,cell_identity,2417074865197725648
mve3-v2-approved-2026-07-18,pilot,2,3,anti,po,cell_identity,4770279414993998074
mve3-v2-approved-2026-07-18,pilot,2,3,anti,ko,cell_identity,3347265973880716553
mve3-v2-approved-2026-07-18,pilot,2,3,anti,pko,cell_identity,6925866050238061236
mve3-v2-approved-2026-07-18,pilot,3,1,controlled,shared,o_collection_root,15103581281656705775
mve3-v2-approved-2026-07-18,pilot,3,1,controlled,shared,non_o_collection_root,8350486086698316428
mve3-v2-approved-2026-07-18,pilot,3,1,controlled,shared,evaluation_root,8398696562329247564
mve3-v2-approved-2026-07-18,pilot,3,1,controlled,none,cell_identity,17146692110390288250
mve3-v2-approved-2026-07-18,pilot,3,1,controlled,p,cell_identity,10636638074061583026
mve3-v2-approved-2026-07-18,pilot,3,1,controlled,k,cell_identity,2209087293733759058
mve3-v2-approved-2026-07-18,pilot,3,1,controlled,o,cell_identity,1544079715094450874
mve3-v2-approved-2026-07-18,pilot,3,1,controlled,pk,cell_identity,2596668767294233269
mve3-v2-approved-2026-07-18,pilot,3,1,controlled,po,cell_identity,10427956347814289015
mve3-v2-approved-2026-07-18,pilot,3,1,controlled,ko,cell_identity,982574391344303050
mve3-v2-approved-2026-07-18,pilot,3,1,controlled,pko,cell_identity,15641859435126351880
mve3-v2-approved-2026-07-18,pilot,3,1,learned,shared,o_collection_root,6356596501883049698
mve3-v2-approved-2026-07-18,pilot,3,1,learned,shared,non_o_collection_root,8350486086698316428
mve3-v2-approved-2026-07-18,pilot,3,1,learned,shared,evaluation_root,8398696562329247564
mve3-v2-approved-2026-07-18,pilot,3,1,learned,none,cell_identity,10207805740290720437
mve3-v2-approved-2026-07-18,pilot,3,1,learned,p,cell_identity,17596514645672520936
mve3-v2-approved-2026-07-18,pilot,3,1,learned,k,cell_identity,17109793640668035230
mve3-v2-approved-2026-07-18,pilot,3,1,learned,o,cell_identity,4176405828342882680
mve3-v2-approved-2026-07-18,pilot,3,1,learned,pk,cell_identity,7794756545259457373
mve3-v2-approved-2026-07-18,pilot,3,1,learned,po,cell_identity,7214516905411108461
mve3-v2-approved-2026-07-18,pilot,3,1,learned,ko,cell_identity,2830552909980862697
mve3-v2-approved-2026-07-18,pilot,3,1,learned,pko,cell_identity,8876815766206523320
mve3-v2-approved-2026-07-18,pilot,3,1,shuffled,shared,o_collection_root,4488372584838839896
mve3-v2-approved-2026-07-18,pilot,3,1,shuffled,shared,non_o_collection_root,8350486086698316428
mve3-v2-approved-2026-07-18,pilot,3,1,shuffled,shared,evaluation_root,8398696562329247564
mve3-v2-approved-2026-07-18,pilot,3,1,shuffled,none,cell_identity,1490765554944196341
mve3-v2-approved-2026-07-18,pilot,3,1,shuffled,p,cell_identity,11201458273599466114
mve3-v2-approved-2026-07-18,pilot,3,1,shuffled,k,cell_identity,14149271200207109819
mve3-v2-approved-2026-07-18,pilot,3,1,shuffled,o,cell_identity,13494905447517835382
mve3-v2-approved-2026-07-18,pilot,3,1,shuffled,pk,cell_identity,13152079621047482360
mve3-v2-approved-2026-07-18,pilot,3,1,shuffled,po,cell_identity,8132952620964010992
mve3-v2-approved-2026-07-18,pilot,3,1,shuffled,ko,cell_identity,13934110361737163341
mve3-v2-approved-2026-07-18,pilot,3,1,shuffled,pko,cell_identity,11697599001869888626
mve3-v2-approved-2026-07-18,pilot,3,1,anti,shared,o_collection_root,5401529634742267306
mve3-v2-approved-2026-07-18,pilot,3,1,anti,shared,non_o_collection_root,8350486086698316428
mve3-v2-approved-2026-07-18,pilot,3,1,anti,shared,evaluation_root,8398696562329247564
mve3-v2-approved-2026-07-18,pilot,3,1,anti,none,cell_identity,4822872720710223746
mve3-v2-approved-2026-07-18,pilot,3,1,anti,p,cell_identity,4049022934751254829
mve3-v2-approved-2026-07-18,pilot,3,1,anti,k,cell_identity,5997380059633797736
mve3-v2-approved-2026-07-18,pilot,3,1,anti,o,cell_identity,12152843806482766811
mve3-v2-approved-2026-07-18,pilot,3,1,anti,pk,cell_identity,8848251692136881327
mve3-v2-approved-2026-07-18,pilot,3,1,anti,po,cell_identity,63284388459325167
mve3-v2-approved-2026-07-18,pilot,3,1,anti,ko,cell_identity,11792070635981784211
mve3-v2-approved-2026-07-18,pilot,3,1,anti,pko,cell_identity,207120708965003809
mve3-v2-approved-2026-07-18,pilot,3,2,controlled,shared,o_collection_root,4565379709394924346
mve3-v2-approved-2026-07-18,pilot,3,2,controlled,shared,non_o_collection_root,12189793166010341610
mve3-v2-approved-2026-07-18,pilot,3,2,controlled,shared,evaluation_root,14013491209296041887
mve3-v2-approved-2026-07-18,pilot,3,2,controlled,none,cell_identity,2346143707062343605
mve3-v2-approved-2026-07-18,pilot,3,2,controlled,p,cell_identity,2099485589160671251
mve3-v2-approved-2026-07-18,pilot,3,2,controlled,k,cell_identity,7187309557477047812
mve3-v2-approved-2026-07-18,pilot,3,2,controlled,o,cell_identity,7580847535756650133
mve3-v2-approved-2026-07-18,pilot,3,2,controlled,pk,cell_identity,4072442172004120097
mve3-v2-approved-2026-07-18,pilot,3,2,controlled,po,cell_identity,11506965976679846735
mve3-v2-approved-2026-07-18,pilot,3,2,controlled,ko,cell_identity,3045772808443226
mve3-v2-approved-2026-07-18,pilot,3,2,controlled,pko,cell_identity,9674470265819179053
mve3-v2-approved-2026-07-18,pilot,3,2,learned,shared,o_collection_root,1886635267715641262
mve3-v2-approved-2026-07-18,pilot,3,2,learned,shared,non_o_collection_root,12189793166010341610
mve3-v2-approved-2026-07-18,pilot,3,2,learned,shared,evaluation_root,14013491209296041887
mve3-v2-approved-2026-07-18,pilot,3,2,learned,none,cell_identity,1175499276480980982
mve3-v2-approved-2026-07-18,pilot,3,2,learned,p,cell_identity,6713189629301077429
mve3-v2-approved-2026-07-18,pilot,3,2,learned,k,cell_identity,15712187838855082692
mve3-v2-approved-2026-07-18,pilot,3,2,learned,o,cell_identity,15524879710491339270
mve3-v2-approved-2026-07-18,pilot,3,2,learned,pk,cell_identity,631206543463323199
mve3-v2-approved-2026-07-18,pilot,3,2,learned,po,cell_identity,3063419979408627391
mve3-v2-approved-2026-07-18,pilot,3,2,learned,ko,cell_identity,13788414390145550969
mve3-v2-approved-2026-07-18,pilot,3,2,learned,pko,cell_identity,7249041674791465108
mve3-v2-approved-2026-07-18,pilot,3,2,shuffled,shared,o_collection_root,1648839221017041086
mve3-v2-approved-2026-07-18,pilot,3,2,shuffled,shared,non_o_collection_root,12189793166010341610
mve3-v2-approved-2026-07-18,pilot,3,2,shuffled,shared,evaluation_root,14013491209296041887
mve3-v2-approved-2026-07-18,pilot,3,2,shuffled,none,cell_identity,8940731295013106548
mve3-v2-approved-2026-07-18,pilot,3,2,shuffled,p,cell_identity,14939305076781755447
mve3-v2-approved-2026-07-18,pilot,3,2,shuffled,k,cell_identity,2680814557909609945
mve3-v2-approved-2026-07-18,pilot,3,2,shuffled,o,cell_identity,3648179081365396043
mve3-v2-approved-2026-07-18,pilot,3,2,shuffled,pk,cell_identity,6723915469980550579
mve3-v2-approved-2026-07-18,pilot,3,2,shuffled,po,cell_identity,8701415163549325711
mve3-v2-approved-2026-07-18,pilot,3,2,shuffled,ko,cell_identity,2763028417750819979
mve3-v2-approved-2026-07-18,pilot,3,2,shuffled,pko,cell_identity,885248221904756608
mve3-v2-approved-2026-07-18,pilot,3,2,anti,shared,o_collection_root,14240966817705524084
mve3-v2-approved-2026-07-18,pilot,3,2,anti,shared,non_o_collection_root,12189793166010341610
mve3-v2-approved-2026-07-18,pilot,3,2,anti,shared,evaluation_root,14013491209296041887
mve3-v2-approved-2026-07-18,pilot,3,2,anti,none,cell_identity,3524131416780199109
mve3-v2-approved-2026-07-18,pilot,3,2,anti,p,cell_identity,14966604190128343906
mve3-v2-approved-2026-07-18,pilot,3,2,anti,k,cell_identity,10741431852889993388
mve3-v2-approved-2026-07-18,pilot,3,2,anti,o,cell_identity,328286291211286117
mve3-v2-approved-2026-07-18,pilot,3,2,anti,pk,cell_identity,9597602157725893420
mve3-v2-approved-2026-07-18,pilot,3,2,anti,po,cell_identity,11040949727847115166
mve3-v2-approved-2026-07-18,pilot,3,2,anti,ko,cell_identity,344592297382453542
mve3-v2-approved-2026-07-18,pilot,3,2,anti,pko,cell_identity,8976153095466720415
mve3-v2-approved-2026-07-18,pilot,3,3,controlled,shared,o_collection_root,241175318196696036
mve3-v2-approved-2026-07-18,pilot,3,3,controlled,shared,non_o_collection_root,15211101241100756250
mve3-v2-approved-2026-07-18,pilot,3,3,controlled,shared,evaluation_root,4713822779757314386
mve3-v2-approved-2026-07-18,pilot,3,3,controlled,none,cell_identity,4147509897649407065
mve3-v2-approved-2026-07-18,pilot,3,3,controlled,p,cell_identity,12605093018357384918
mve3-v2-approved-2026-07-18,pilot,3,3,controlled,k,cell_identity,8922547183322736353
mve3-v2-approved-2026-07-18,pilot,3,3,controlled,o,cell_identity,11552261292506823694
mve3-v2-approved-2026-07-18,pilot,3,3,controlled,pk,cell_identity,18369214474057677140
mve3-v2-approved-2026-07-18,pilot,3,3,controlled,po,cell_identity,8877764991689748098
mve3-v2-approved-2026-07-18,pilot,3,3,controlled,ko,cell_identity,15323517937305682520
mve3-v2-approved-2026-07-18,pilot,3,3,controlled,pko,cell_identity,16600011082898052728
mve3-v2-approved-2026-07-18,pilot,3,3,learned,shared,o_collection_root,13588198653380317762
mve3-v2-approved-2026-07-18,pilot,3,3,learned,shared,non_o_collection_root,15211101241100756250
mve3-v2-approved-2026-07-18,pilot,3,3,learned,shared,evaluation_root,4713822779757314386
mve3-v2-approved-2026-07-18,pilot,3,3,learned,none,cell_identity,4620016728619409168
mve3-v2-approved-2026-07-18,pilot,3,3,learned,p,cell_identity,5054926047873269137
mve3-v2-approved-2026-07-18,pilot,3,3,learned,k,cell_identity,435782604307330506
mve3-v2-approved-2026-07-18,pilot,3,3,learned,o,cell_identity,2207079792483115196
mve3-v2-approved-2026-07-18,pilot,3,3,learned,pk,cell_identity,7008633733805390073
mve3-v2-approved-2026-07-18,pilot,3,3,learned,po,cell_identity,5205981756650029109
mve3-v2-approved-2026-07-18,pilot,3,3,learned,ko,cell_identity,750225867994784544
mve3-v2-approved-2026-07-18,pilot,3,3,learned,pko,cell_identity,11147834927639782587
mve3-v2-approved-2026-07-18,pilot,3,3,shuffled,shared,o_collection_root,3420741351366170585
mve3-v2-approved-2026-07-18,pilot,3,3,shuffled,shared,non_o_collection_root,15211101241100756250
mve3-v2-approved-2026-07-18,pilot,3,3,shuffled,shared,evaluation_root,4713822779757314386
mve3-v2-approved-2026-07-18,pilot,3,3,shuffled,none,cell_identity,8272495840267467718
mve3-v2-approved-2026-07-18,pilot,3,3,shuffled,p,cell_identity,13331715791886135457
mve3-v2-approved-2026-07-18,pilot,3,3,shuffled,k,cell_identity,12449909772041006550
mve3-v2-approved-2026-07-18,pilot,3,3,shuffled,o,cell_identity,14834274064135633216
mve3-v2-approved-2026-07-18,pilot,3,3,shuffled,pk,cell_identity,15280509000247560610
mve3-v2-approved-2026-07-18,pilot,3,3,shuffled,po,cell_identity,5972137374988808253
mve3-v2-approved-2026-07-18,pilot,3,3,shuffled,ko,cell_identity,12191232412242468210
mve3-v2-approved-2026-07-18,pilot,3,3,shuffled,pko,cell_identity,5596990281510574018
mve3-v2-approved-2026-07-18,pilot,3,3,anti,shared,o_collection_root,5488515610600231452
mve3-v2-approved-2026-07-18,pilot,3,3,anti,shared,non_o_collection_root,15211101241100756250
mve3-v2-approved-2026-07-18,pilot,3,3,anti,shared,evaluation_root,4713822779757314386
mve3-v2-approved-2026-07-18,pilot,3,3,anti,none,cell_identity,4623996365505442692
mve3-v2-approved-2026-07-18,pilot,3,3,anti,p,cell_identity,14070805632875233461
mve3-v2-approved-2026-07-18,pilot,3,3,anti,k,cell_identity,4311984209549881338
mve3-v2-approved-2026-07-18,pilot,3,3,anti,o,cell_identity,8286710915550003176
mve3-v2-approved-2026-07-18,pilot,3,3,anti,pk,cell_identity,14777805504561372509
mve3-v2-approved-2026-07-18,pilot,3,3,anti,po,cell_identity,9664175917552107593
mve3-v2-approved-2026-07-18,pilot,3,3,anti,ko,cell_identity,11826688246756812391
mve3-v2-approved-2026-07-18,pilot,3,3,anti,pko,cell_identity,15112792343836751550
mve3-v2-approved-2026-07-18,pilot,4,1,controlled,shared,o_collection_root,4831744543464054913
mve3-v2-approved-2026-07-18,pilot,4,1,controlled,shared,non_o_collection_root,18184203782143666068
mve3-v2-approved-2026-07-18,pilot,4,1,controlled,shared,evaluation_root,12958727712846509424
mve3-v2-approved-2026-07-18,pilot,4,1,controlled,none,cell_identity,11857111532975860656
mve3-v2-approved-2026-07-18,pilot,4,1,controlled,p,cell_identity,13772829157237037928
mve3-v2-approved-2026-07-18,pilot,4,1,controlled,k,cell_identity,12799407376586920091
mve3-v2-approved-2026-07-18,pilot,4,1,controlled,o,cell_identity,9388705768490152028
mve3-v2-approved-2026-07-18,pilot,4,1,controlled,pk,cell_identity,3034193807448055055
mve3-v2-approved-2026-07-18,pilot,4,1,controlled,po,cell_identity,12865656855143481095
mve3-v2-approved-2026-07-18,pilot,4,1,controlled,ko,cell_identity,15508343414157147547
mve3-v2-approved-2026-07-18,pilot,4,1,controlled,pko,cell_identity,5623837800046946969
mve3-v2-approved-2026-07-18,pilot,4,1,learned,shared,o_collection_root,13809526600051567687
mve3-v2-approved-2026-07-18,pilot,4,1,learned,shared,non_o_collection_root,18184203782143666068
mve3-v2-approved-2026-07-18,pilot,4,1,learned,shared,evaluation_root,12958727712846509424
mve3-v2-approved-2026-07-18,pilot,4,1,learned,none,cell_identity,3555270659139049776
mve3-v2-approved-2026-07-18,pilot,4,1,learned,p,cell_identity,14150458151603173023
mve3-v2-approved-2026-07-18,pilot,4,1,learned,k,cell_identity,14535722889722533263
mve3-v2-approved-2026-07-18,pilot,4,1,learned,o,cell_identity,1528768355394719122
mve3-v2-approved-2026-07-18,pilot,4,1,learned,pk,cell_identity,10786074429429905893
mve3-v2-approved-2026-07-18,pilot,4,1,learned,po,cell_identity,9705373910832788498
mve3-v2-approved-2026-07-18,pilot,4,1,learned,ko,cell_identity,4210579438305634277
mve3-v2-approved-2026-07-18,pilot,4,1,learned,pko,cell_identity,16674748876309625989
mve3-v2-approved-2026-07-18,pilot,4,1,shuffled,shared,o_collection_root,12002267851630400401
mve3-v2-approved-2026-07-18,pilot,4,1,shuffled,shared,non_o_collection_root,18184203782143666068
mve3-v2-approved-2026-07-18,pilot,4,1,shuffled,shared,evaluation_root,12958727712846509424
mve3-v2-approved-2026-07-18,pilot,4,1,shuffled,none,cell_identity,9153455017471123623
mve3-v2-approved-2026-07-18,pilot,4,1,shuffled,p,cell_identity,10288976372785414909
mve3-v2-approved-2026-07-18,pilot,4,1,shuffled,k,cell_identity,9102759558500802206
mve3-v2-approved-2026-07-18,pilot,4,1,shuffled,o,cell_identity,15267039822932374245
mve3-v2-approved-2026-07-18,pilot,4,1,shuffled,pk,cell_identity,9388536510941608566
mve3-v2-approved-2026-07-18,pilot,4,1,shuffled,po,cell_identity,17211297631549652832
mve3-v2-approved-2026-07-18,pilot,4,1,shuffled,ko,cell_identity,14207598770209201156
mve3-v2-approved-2026-07-18,pilot,4,1,shuffled,pko,cell_identity,7921266725641077904
mve3-v2-approved-2026-07-18,pilot,4,1,anti,shared,o_collection_root,12536354630471291296
mve3-v2-approved-2026-07-18,pilot,4,1,anti,shared,non_o_collection_root,18184203782143666068
mve3-v2-approved-2026-07-18,pilot,4,1,anti,shared,evaluation_root,12958727712846509424
mve3-v2-approved-2026-07-18,pilot,4,1,anti,none,cell_identity,6618893164793903491
mve3-v2-approved-2026-07-18,pilot,4,1,anti,p,cell_identity,11241672457512271488
mve3-v2-approved-2026-07-18,pilot,4,1,anti,k,cell_identity,98029502118503813
mve3-v2-approved-2026-07-18,pilot,4,1,anti,o,cell_identity,10414345447176700087
mve3-v2-approved-2026-07-18,pilot,4,1,anti,pk,cell_identity,9499727121924250618
mve3-v2-approved-2026-07-18,pilot,4,1,anti,po,cell_identity,1985917830816349196
mve3-v2-approved-2026-07-18,pilot,4,1,anti,ko,cell_identity,11833256903666616799
mve3-v2-approved-2026-07-18,pilot,4,1,anti,pko,cell_identity,1534010653173554890
mve3-v2-approved-2026-07-18,pilot,4,2,controlled,shared,o_collection_root,5579587666583405611
mve3-v2-approved-2026-07-18,pilot,4,2,controlled,shared,non_o_collection_root,3147114076949660162
mve3-v2-approved-2026-07-18,pilot,4,2,controlled,shared,evaluation_root,3755433479311551441
mve3-v2-approved-2026-07-18,pilot,4,2,controlled,none,cell_identity,4211879715325394558
mve3-v2-approved-2026-07-18,pilot,4,2,controlled,p,cell_identity,3625638352686449274
mve3-v2-approved-2026-07-18,pilot,4,2,controlled,k,cell_identity,18136519216264954260
mve3-v2-approved-2026-07-18,pilot,4,2,controlled,o,cell_identity,3667067257300951969
mve3-v2-approved-2026-07-18,pilot,4,2,controlled,pk,cell_identity,9142798015961193902
mve3-v2-approved-2026-07-18,pilot,4,2,controlled,po,cell_identity,10885404811682145540
mve3-v2-approved-2026-07-18,pilot,4,2,controlled,ko,cell_identity,15991743954027199513
mve3-v2-approved-2026-07-18,pilot,4,2,controlled,pko,cell_identity,13119717889599742616
mve3-v2-approved-2026-07-18,pilot,4,2,learned,shared,o_collection_root,13844016891080104199
mve3-v2-approved-2026-07-18,pilot,4,2,learned,shared,non_o_collection_root,3147114076949660162
mve3-v2-approved-2026-07-18,pilot,4,2,learned,shared,evaluation_root,3755433479311551441
mve3-v2-approved-2026-07-18,pilot,4,2,learned,none,cell_identity,4472131475917808331
mve3-v2-approved-2026-07-18,pilot,4,2,learned,p,cell_identity,10669376890171955298
mve3-v2-approved-2026-07-18,pilot,4,2,learned,k,cell_identity,18279249731473953044
mve3-v2-approved-2026-07-18,pilot,4,2,learned,o,cell_identity,9678688110775322158
mve3-v2-approved-2026-07-18,pilot,4,2,learned,pk,cell_identity,17102459379349206803
mve3-v2-approved-2026-07-18,pilot,4,2,learned,po,cell_identity,12505638001147693176
mve3-v2-approved-2026-07-18,pilot,4,2,learned,ko,cell_identity,5236230881100402196
mve3-v2-approved-2026-07-18,pilot,4,2,learned,pko,cell_identity,4699874533521867038
mve3-v2-approved-2026-07-18,pilot,4,2,shuffled,shared,o_collection_root,913020811639825792
mve3-v2-approved-2026-07-18,pilot,4,2,shuffled,shared,non_o_collection_root,3147114076949660162
mve3-v2-approved-2026-07-18,pilot,4,2,shuffled,shared,evaluation_root,3755433479311551441
mve3-v2-approved-2026-07-18,pilot,4,2,shuffled,none,cell_identity,1803143208315554300
mve3-v2-approved-2026-07-18,pilot,4,2,shuffled,p,cell_identity,11368326498871628731
mve3-v2-approved-2026-07-18,pilot,4,2,shuffled,k,cell_identity,3496841062667497425
mve3-v2-approved-2026-07-18,pilot,4,2,shuffled,o,cell_identity,17607338275875571254
mve3-v2-approved-2026-07-18,pilot,4,2,shuffled,pk,cell_identity,17676869606167187895
mve3-v2-approved-2026-07-18,pilot,4,2,shuffled,po,cell_identity,127626928933691143
mve3-v2-approved-2026-07-18,pilot,4,2,shuffled,ko,cell_identity,16024016727671740282
mve3-v2-approved-2026-07-18,pilot,4,2,shuffled,pko,cell_identity,5845889564021392039
mve3-v2-approved-2026-07-18,pilot,4,2,anti,shared,o_collection_root,3155247036765851145
mve3-v2-approved-2026-07-18,pilot,4,2,anti,shared,non_o_collection_root,3147114076949660162
mve3-v2-approved-2026-07-18,pilot,4,2,anti,shared,evaluation_root,3755433479311551441
mve3-v2-approved-2026-07-18,pilot,4,2,anti,none,cell_identity,882751841119627717
mve3-v2-approved-2026-07-18,pilot,4,2,anti,p,cell_identity,13692527868632691934
